Unnamed: 0,questions,answers,similarity_score
739,Which lumber thickness is subject to grading and measurement by a National Inspector only at declaration?,"Lumber 5/4"" thick or thicker is subject to grading and measurement by a National Inspector only at declaration.",0.9399595341281495
740,Do the regulations regarding grading and measurement by a National Inspector only at declaration apply to all types of lumber?,"No, the regulations apply especially but not solely to lumber bulk piled at shipping point.",0.9399595341281495
741,What is the purpose of measuring lumber in the forestry industry?,Measuring lumber is done to determine the dimensions and quantities of lumber for trading and construction purposes.,0.9009335033710412
742,What are some characteristics of Virginia pine?,"Virginia pine is intolerant of shade, has a moderate growth rate, and is a hard pine.",0.9999999999999998
743,How tall does Virginia pine grow?,Virginia pine grows to a height of 40 to 60 feet.,0.9999992036348979
744,What is the diameter of a mature Virginia pine?,A mature Virginia pine attains a diameter of 1 to 1.5 feet.,1.0
745,What is Virginia pine often grown for in the southern states?,Virginia pine is often grown for Christmas trees.,1.0
746,What is the purpose of the Financial Guarantee in forestry?,The Financial Guarantee is used to provide assurance of payment for claims.,0.9049081387691962
747,When should claims for payment under the Financial Guarantee be presented?,Claims should be presented within 30 days after the date of Official Re-inspection.,0.8942636577619555
748,What expenses will the Association cover for approved claims on the four percent money value claim?,"The Association will cover labor costs for handling the re-inspected lumber at actual cost or $15.00 per M feet, whichever is less.",0.8458319241321595
749,What are some limitations on the applicability of the Financial Guarantee?,All limitations stated in the Original Inspection Regulations are incorporated and made a part of the Financial Guarantee.,0.9225289979556377
750,What defects are considered during the Official Re-inspection of seal strapped and sealed shipments?,"Defects such as warp, stain, and checks are considered during the Official Re-inspection.",0.856393911067507
751,Under what circumstances does the Financial Guarantee apply to lumber loaded on open rail cars and open trucks?,"The Financial Guarantee applies to lumber loaded on open rail cars and open trucks, except for specific defects ordered by the buyer.",0.9192055199698572
752,What are some contingencies that shipments under this code are subject to?,"Shipments under this code are subject to contingencies such as fines, floods, strikes, delays of carriers, acts of God, or other conditions beyond the control of the contracting parties.",0.865383734808653
753,What is the requirement for making a claim for relief regarding contingencies?,A claim for relief regarding contingencies must be made in good faith and supported by satisfactory evidence that the failure to discharge contractual obligations is solely due to the operation of the contingency or other conditions beyond the control of the contracting parties.,0.9488507255830207
754,What does the term 'F.O.B. destination' or 'Freight allowed to destination' include?,The term 'F.O.B. destination' or 'Freight allowed to destination' includes only the handful line hall charge in effect on the date of operation.,0.8538382007844305
755,"Who is responsible for paying switching charges, terminal charges, and tax on freight and duty assessed on goods?","Unless otherwise stipulated, the buyer is responsible for paying switching charges, terminal charges, and tax on freight and duty assessed on goods. However, if these charges result from the seller's negligence in not conforming to the shipping instructions, then the seller is responsible for payment.",0.8667399808939247
756,What liability does the seller assume when the price is agreed upon for delivery at destination?,"When the price is agreed upon for delivery at destination, the seller assumes all liability for any increase in freight rates and receives the benefit arising from any reduction in freight rate.",0.9616940252175399
757,What liability does the buyer assume when the price is agreed upon at the shipping point?,"When the price is agreed upon at the shipping point, the buyer assumes all liability for any increase in freight rate and receives the benefit arising from any reduction in freight rate.",0.9616940252175399
758,What are the current rules for grading and measurement of the National Hardwood Number Association?,The current rules for grading and measurement of the National Hardwood Number Association apply to the number sold under this code.,0.8947937450756269
759,What type of inspection does the code provide for?,The code provides for both Original Inspection and Re-inspection regulated by the Original Inspection Regulations and the Re-inspection Regulations.,0.8915740388355943
760,How should a claim for relief arising from the operation of contingencies be made?,A claim for relief arising from the operation of contingencies must be made in good faith and supported by satisfactory evidence.,0.9488507255830207
761,Who is responsible for payment if the seller neglects to conform to shipping instructions?,"If the seller neglects to conform to shipping instructions, the seller assumes the payment of charges that have accrued due to his neglect.",0.8832408915353616
762,What is the purpose of forestry?,"Forestry is the practice of managing and cultivating forests for various purposes such as timber production, conservation, and ecosystem services.",0.9049081387691962
763,What are some common characteristics of Virginia pine?,"Virginia pine is intolerant of shade, has a moderate growth rate, and is a hard pine.",0.9915679576222498
764,How tall does Virginia pine grow?,Virginia pine grows to a height of 40 to 60 feet.,0.9999999999999992
765,What is the diameter of a mature Virginia pine?,A mature Virginia pine attains a diameter of 1 to 1.5 feet.,1.0
766,What is Virginia pine often grown for in the southern states?,Virginia pine is often grown for Christmas trees.,1.0
767,What is the process of plain sawing in forestry?,"Plain sawing is a method of cutting lumber where the log is cut parallel to the growth rings, resulting in a wider variety of grain patterns.",0.8632414144700412
768,What is the purpose of industrial blocking in forestry?,"Industrial blocking is the process of creating large, standardized pieces of wood used in the construction of industrial facilities and equipment.",0.882843263195841
769,What are inspection fees in forestry?,Inspection fees are charges imposed for the evaluation and assessment of forestry practices to ensure compliance with regulations and standards.,0.8851074957619314
770,What is the standard measurement and tally method in forestry?,The standard measurement and tally method in forestry is a system of measuring and recording the quantity and quality of harvested timber.,0.8942481762789721
771,What are military timbers in forestry?,"Military timbers are specially cut and treated wood used in the construction of military structures, such as barracks and defense fortifications.",0.8824924913571695
772,What are some characteristics of Virginia pine?,"Virginia pine is intolerant of shade, has a moderate growth rate, and is a hard pine.",0.9999999999999998
773,How tall does Virginia pine grow?,Virginia pine grows to a height of 40 to 60 feet.,0.9999999999999992
774,What is the diameter of a mature Virginia pine?,A mature Virginia pine attains a diameter of 1 to 1.5 feet.,1.0
775,What is Virginia pine often grown for in the southern states?,Virginia pine is often grown for Christmas trees.,1.0
